ID,Kategoria,Wartosc,Data
26183,C,767.4178518124933,2025-01-19 04:23:00
26184,B,569.0835850908239,2025-01-19 04:24:00
26185,B,894.4353911749909,2025-01-19 04:25:00
26186,C,168.43082788368656,2025-01-19 04:26:00
26187,A,160.60253446769877,2025-01-19 04:27:00
26188,B,87.56451751161353,2025-01-19 04:28:00
26189,A,337.5294128272356,2025-01-19 04:29:00
26190,D,98.35028532770873,2025-01-19 04:30:00
26191,A,887.5885574895882,2025-01-19 04:31:00
26192,D,319.5083604662685,2025-01-19 04:32:00
26193,A,56.64904042777186,2025-01-19 04:33:00
26194,A,0.3192865606230777,2025-01-19 04:34:00
26195,C,646.9917327086984,2025-01-19 04:35:00
26196,B,72.67007888457388,2025-01-19 04:36:00
26197,D,427.680598442342,2025-01-19 04:37:00
26198,C,941.8573182578542,2025-01-19 04:38:00
26199,D,684.2750186326363,2025-01-19 04:39:00
26200,A,822.2051053468942,2025-01-19 04:40:00
26201,D,726.179170777367,2025-01-19 04:41:00
26202,A,319.3103486907868,2025-01-19 04:42:00
26203,D,943.7345160272495,2025-01-19 04:43:00
26204,A,418.3489856302203,2025-01-19 04:44:00
26205,C,842.0495024569509,2025-01-19 04:45:00
26206,A,232.93838233327278,2025-01-19 04:46:00
26207,B,506.0476185109399,2025-01-19 04:47:00
26208,D,769.4330666155488,2025-01-19 04:48:00
26209,B,690.0619376076924,2025-01-19 04:49:00
26210,C,560.7429120983822,2025-01-19 04:50:00
26211,A,564.6098821995665,2025-01-19 04:51:00
26212,D,689.3532140208822,2025-01-19 04:52:00
26213,A,861.9147054188577,2025-01-19 04:53:00
26214,B,463.56509197321407,2025-01-19 04:54:00
26215,D,33.03424568233415,2025-01-19 04:55:00
26216,D,134.01442761445682,2025-01-19 04:56:00
26217,B,855.0960303225335,2025-01-19 04:57:00
26218,D,497.24273721934054,2025-01-19 04:58:00
26219,C,532.7351382634779,2025-01-19 04:59:00
26220,C,507.5444041196656,2025-01-19 05:00:00
26221,B,27.426495691173834,2025-01-19 05:01:00
26222,B,819.9837614775332,2025-01-19 05:02:00
26223,A,97.9673415336213,2025-01-19 05:03:00
26224,B,564.3431303342331,2025-01-19 05:04:00
26225,D,7.700978074358766,2025-01-19 05:05:00
26226,C,462.0996870567479,2025-01-19 05:06:00
26227,B,42.02147355481656,2025-01-19 05:07:00
26228,A,142.73652928449255,2025-01-19 05:08:00
26229,B,942.1104422150108,2025-01-19 05:09:00
26230,C,840.6481496702811,2025-01-19 05:10:00
26231,A,311.14122605725305,2025-01-19 05:11:00
26232,B,936.1813746574177,2025-01-19 05:12:00
26233,A,987.3787623967464,2025-01-19 05:13:00
26234,A,137.4963290968978,2025-01-19 05:14:00
26235,D,951.9602178838342,2025-01-19 05:15:00
26236,D,34.31620088811138,2025-01-19 05:16:00
26237,B,659.7265252111523,2025-01-19 05:17:00
26238,B,562.6609621267739,2025-01-19 05:18:00
26239,A,350.93251433570805,2025-01-19 05:19:00
26240,A,653.4380875955248,2025-01-19 05:20:00
26241,C,487.6123578436232,2025-01-19 05:21:00
26242,D,928.6765293413249,2025-01-19 05:22:00
26243,D,629.9986045607433,2025-01-19 05:23:00
26244,A,164.01928178446025,2025-01-19 05:24:00
26245,C,466.26294235676903,2025-01-19 05:25:00
26246,C,112.32997879708351,2025-01-19 05:26:00
26247,B,748.4619365632384,2025-01-19 05:27:00
26248,A,854.216031734768,2025-01-19 05:28:00
26249,B,39.47439097419425,2025-01-19 05:29:00
26250,B,284.27093143715075,2025-01-19 05:30:00
26251,B,610.3153781550925,2025-01-19 05:31:00
26252,C,286.2227654479099,2025-01-19 05:32:00
26253,B,468.6192527243228,2025-01-19 05:33:00
26254,C,937.9751396432607,2025-01-19 05:34:00
26255,A,912.7915229858588,2025-01-19 05:35:00
26256,A,11.946884591585217,2025-01-19 05:36:00
26257,D,683.4047450014001,2025-01-19 05:37:00
26258,A,981.2702609098894,2025-01-19 05:38:00
26259,C,66.72019720835476,2025-01-19 05:39:00
26260,C,765.868074217567,2025-01-19 05:40:00
26261,C,462.8689320256306,2025-01-19 05:41:00
26262,D,282.37761717170696,2025-01-19 05:42:00
26263,B,842.6524285844222,2025-01-19 05:43:00
26264,B,230.22778993903592,2025-01-19 05:44:00
26265,B,745.1278075395746,2025-01-19 05:45:00
26266,D,873.0259920525169,2025-01-19 05:46:00
26267,B,793.598525150303,2025-01-19 05:47:00
26268,A,336.0851197955258,2025-01-19 05:48:00
26269,A,226.44165526616356,2025-01-19 05:49:00
26270,D,174.6284102148973,2025-01-19 05:50:00
26271,D,336.3446213653975,2025-01-19 05:51:00
26272,C,706.2279810611925,2025-01-19 05:52:00
26273,C,944.1465155039648,2025-01-19 05:53:00
26274,C,976.6079203043678,2025-01-19 05:54:00
26275,B,565.9005876610529,2025-01-19 05:55:00
26276,C,891.2100928450077,2025-01-19 05:56:00
26277,C,942.6178072856734,2025-01-19 05:57:00
26278,A,718.9372848437529,2025-01-19 05:58:00
26279,A,837.2460447755187,2025-01-19 05:59:00
26280,C,949.4286137995224,2025-01-19 06:00:00
26281,D,455.6641804437429,2025-01-19 06:01:00
26282,B,969.5280974795455,2025-01-19 06:02:00
26283,D,203.11148216224228,2025-01-19 06:03:00
26284,B,66.15484123840609,2025-01-19 06:04:00
26285,B,516.8437312096675,2025-01-19 06:05:00
26286,D,778.2518601376544,2025-01-19 06:06:00
26287,C,207.266112528098,2025-01-19 06:07:00
26288,B,241.25268858410652,2025-01-19 06:08:00
26289,C,437.6898584536265,2025-01-19 06:09:00
26290,B,756.7096172293959,2025-01-19 06:10:00
26291,C,69.12561603720324,2025-01-19 06:11:00
26292,A,440.9413285497155,2025-01-19 06:12:00
26293,C,764.5322699671931,2025-01-19 06:13:00
26294,D,971.1286070136878,2025-01-19 06:14:00
26295,C,264.23526715134113,2025-01-19 06:15:00
26296,D,658.5462160225769,2025-01-19 06:16:00
26297,C,894.7855463474158,2025-01-19 06:17:00
26298,D,864.2373063539217,2025-01-19 06:18:00
26299,D,618.9878243781667,2025-01-19 06:19:00
26300,D,247.71263924290642,2025-01-19 06:20:00
26301,C,454.10861741761687,2025-01-19 06:21:00
26302,D,969.8754419479329,2025-01-19 06:22:00
26303,D,840.1751994064012,2025-01-19 06:23:00
26304,B,339.17343480781506,2025-01-19 06:24:00
26305,B,712.977572524716,2025-01-19 06:25:00
26306,B,368.7496452860387,2025-01-19 06:26:00
26307,B,476.77778612376045,2025-01-19 06:27:00
26308,D,163.89125295008856,2025-01-19 06:28:00
26309,C,949.9870001364844,2025-01-19 06:29:00
26310,B,930.5547450062074,2025-01-19 06:30:00
26311,D,401.4859617429283,2025-01-19 06:31:00
26312,B,560.7693909642726,2025-01-19 06:32:00
26313,B,884.8105831932129,2025-01-19 06:33:00
26314,B,64.18216107914454,2025-01-19 06:34:00
26315,A,741.2736900442205,2025-01-19 06:35:00
26316,A,805.1313527991504,2025-01-19 06:36:00
26317,D,877.0485113364117,2025-01-19 06:37:00
26318,A,433.25708763993896,2025-01-19 06:38:00
26319,C,652.7343451285689,2025-01-19 06:39:00
26320,D,704.1517101851764,2025-01-19 06:40:00
26321,B,259.82593951783184,2025-01-19 06:41:00
26322,C,87.71279661185294,2025-01-19 06:42:00
26323,C,957.3006411537837,2025-01-19 06:43:00
26324,D,281.17390592634564,2025-01-19 06:44:00
26325,D,423.7741201162575,2025-01-19 06:45:00
26326,D,683.8017171685997,2025-01-19 06:46:00
26327,C,731.5379248681933,2025-01-19 06:47:00
26328,C,45.414693716440354,2025-01-19 06:48:00
26329,D,861.3198364797876,2025-01-19 06:49:00
26330,C,114.31330048750476,2025-01-19 06:50:00
26331,D,275.83063780169294,2025-01-19 06:51:00
26332,C,584.8741412457454,2025-01-19 06:52:00
26333,D,354.2221904348125,2025-01-19 06:53:00
26334,A,879.2268100421688,2025-01-19 06:54:00
26335,B,817.7817287946478,2025-01-19 06:55:00
26336,C,580.7803455000262,2025-01-19 06:56:00
26337,A,755.167944488684,2025-01-19 06:57:00
26338,C,205.40511358734847,2025-01-19 06:58:00
26339,A,698.4197710202503,2025-01-19 06:59:00
26340,C,463.66329000500826,2025-01-19 07:00:00
26341,D,573.9348702175139,2025-01-19 07:01:00
26342,B,456.8533408429822,2025-01-19 07:02:00
26343,B,279.8268299482705,2025-01-19 07:03:00
26344,C,195.53213171574123,2025-01-19 07:04:00
26345,B,922.2140556186963,2025-01-19 07:05:00
26346,B,784.8931049201127,2025-01-19 07:06:00
26347,D,56.735512162939486,2025-01-19 07:07:00
26348,D,675.7391524360712,2025-01-19 07:08:00
26349,C,159.52818579338378,2025-01-19 07:09:00
26350,A,76.80131745983476,2025-01-19 07:10:00
26351,A,321.2389301148624,2025-01-19 07:11:00
26352,B,740.1160317337436,2025-01-19 07:12:00
26353,B,733.7524807497975,2025-01-19 07:13:00
26354,D,235.46203661109732,2025-01-19 07:14:00
26355,D,543.6021404704209,2025-01-19 07:15:00
26356,A,829.0255910614992,2025-01-19 07:16:00
26357,B,429.18487859981036,2025-01-19 07:17:00
26358,B,348.52017336753585,2025-01-19 07:18:00
26359,A,873.6626416361124,2025-01-19 07:19:00
26360,D,804.1857211753626,2025-01-19 07:20:00
26361,D,397.94895130964824,2025-01-19 07:21:00
26362,C,366.75956805249797,2025-01-19 07:22:00
26363,A,648.7114404287115,2025-01-19 07:23:00
26364,A,372.8196539243648,2025-01-19 07:24:00
26365,C,123.0181655436433,2025-01-19 07:25:00
26366,D,673.277176499097,2025-01-19 07:26:00
26367,A,546.4759916876156,2025-01-19 07:27:00
26368,D,971.1344626075986,2025-01-19 07:28:00
26369,A,135.7930988430799,2025-01-19 07:29:00
26370,B,242.65424409420865,2025-01-19 07:30:00
26371,D,500.74713135745475,2025-01-19 07:31:00
26372,A,420.61739233439675,2025-01-19 07:32:00
26373,A,221.6613579960316,2025-01-19 07:33:00
26374,B,706.6012180475784,2025-01-19 07:34:00
26375,C,182.39069612271862,2025-01-19 07:35:00
26376,A,331.75730557541016,2025-01-19 07:36:00
26377,A,862.9063064614263,2025-01-19 07:37:00
26378,D,244.08917670171658,2025-01-19 07:38:00
26379,D,260.94972708943976,2025-01-19 07:39:00
26380,B,554.0185625686091,2025-01-19 07:40:00
26381,C,528.0328105227605,2025-01-19 07:41:00
26382,A,742.8963093126223,2025-01-19 07:42:00
26383,D,910.4940726007526,2025-01-19 07:43:00
26384,B,296.2694702500776,2025-01-19 07:44:00
26385,D,953.0486224135494,2025-01-19 07:45:00
26386,C,547.7293478404065,2025-01-19 07:46:00
26387,D,252.7541150249495,2025-01-19 07:47:00
26388,D,654.4675602442358,2025-01-19 07:48:00
26389,B,345.3030676152822,2025-01-19 07:49:00
26390,B,192.20602430686307,2025-01-19 07:50:00
26391,A,352.88908117832506,2025-01-19 07:51:00
26392,B,525.6170625184301,2025-01-19 07:52:00
26393,C,584.8575392919262,2025-01-19 07:53:00
26394,A,876.7422368387015,2025-01-19 07:54:00
26395,D,369.44680298530454,2025-01-19 07:55:00
26396,A,139.26448115521117,2025-01-19 07:56:00
26397,A,52.07908433199182,2025-01-19 07:57:00
26398,D,226.9621013289287,2025-01-19 07:58:00
26399,D,88.9362387521635,2025-01-19 07:59:00
26400,B,306.93346348627415,2025-01-19 08:00:00
26401,A,311.9399918009373,2025-01-19 08:01:00
26402,A,175.8010668496449,2025-01-19 08:02:00
26403,B,491.2293544096343,2025-01-19 08:03:00
26404,D,23.085199085070784,2025-01-19 08:04:00
26405,C,385.98979594941727,2025-01-19 08:05:00
26406,B,391.7977340217065,2025-01-19 08:06:00
26407,B,395.0603938719228,2025-01-19 08:07:00
26408,C,889.435584444157,2025-01-19 08:08:00
26409,A,361.939268981752,2025-01-19 08:09:00
26410,C,444.02576823213604,2025-01-19 08:10:00
26411,A,331.80137878214,2025-01-19 08:11:00
26412,A,176.64212846877535,2025-01-19 08:12:00
26413,D,819.845855913945,2025-01-19 08:13:00
26414,C,535.0838737260478,2025-01-19 08:14:00
26415,D,805.3795107304389,2025-01-19 08:15:00
26416,D,513.896417283983,2025-01-19 08:16:00
26417,C,666.5129544116729,2025-01-19 08:17:00
26418,C,394.9858249054231,2025-01-19 08:18:00
26419,B,609.2727096114961,2025-01-19 08:19:00
26420,A,760.1479539154454,2025-01-19 08:20:00
26421,B,776.8211378431251,2025-01-19 08:21:00
26422,B,171.745081314988,2025-01-19 08:22:00
26423,D,581.0673577658107,2025-01-19 08:23:00
26424,A,608.2171266422828,2025-01-19 08:24:00
26425,D,407.0699731874109,2025-01-19 08:25:00
26426,C,31.145435886601792,2025-01-19 08:26:00
26427,B,848.5240724668236,2025-01-19 08:27:00
26428,D,946.3132467741285,2025-01-19 08:28:00
26429,A,516.6779401482,2025-01-19 08:29:00
26430,D,308.9593253147751,2025-01-19 08:30:00
26431,A,425.83182256482576,2025-01-19 08:31:00
26432,C,400.4953555443924,2025-01-19 08:32:00
26433,D,350.1554602273602,2025-01-19 08:33:00
26434,B,772.2626488898046,2025-01-19 08:34:00
26435,D,88.45028686308221,2025-01-19 08:35:00
26436,C,161.9604756231645,2025-01-19 08:36:00
26437,B,841.0918529743055,2025-01-19 08:37:00
26438,D,785.0633319866305,2025-01-19 08:38:00
26439,A,805.239482395026,2025-01-19 08:39:00
26440,A,732.3848682516324,2025-01-19 08:40:00
26441,B,570.2729611604263,2025-01-19 08:41:00
26442,C,908.9653638049158,2025-01-19 08:42:00
26443,A,942.9061900154289,2025-01-19 08:43:00
26444,B,446.1028012480437,2025-01-19 08:44:00
26445,A,955.8490399395245,2025-01-19 08:45:00
26446,D,919.0219385966388,2025-01-19 08:46:00
26447,B,410.0359601993704,2025-01-19 08:47:00
26448,D,306.4038229329266,2025-01-19 08:48:00
26449,C,393.6183160008566,2025-01-19 08:49:00
26450,B,368.93746488323575,2025-01-19 08:50:00
26451,B,55.51530723954412,2025-01-19 08:51:00
26452,C,41.35718158869639,2025-01-19 08:52:00
26453,A,753.7536923982638,2025-01-19 08:53:00
26454,A,993.7664537816803,2025-01-19 08:54:00
26455,A,474.24209865003286,2025-01-19 08:55:00
26456,B,762.8402096450905,2025-01-19 08:56:00
26457,D,742.7361753754742,2025-01-19 08:57:00
26458,C,618.1146288855186,2025-01-19 08:58:00
26459,C,93.29656030074152,2025-01-19 08:59:00
26460,A,704.4095804652875,2025-01-19 09:00:00
26461,D,58.836433043649826,2025-01-19 09:01:00
26462,C,627.9995882143468,2025-01-19 09:02:00
26463,A,748.8609700672505,2025-01-19 09:03:00
26464,B,935.6879926284636,2025-01-19 09:04:00
26465,C,654.1458809699255,2025-01-19 09:05:00
26466,D,514.879172225045,2025-01-19 09:06:00
26467,D,984.1391236823476,2025-01-19 09:07:00
26468,D,777.9838670175416,2025-01-19 09:08:00
26469,C,175.72387043493077,2025-01-19 09:09:00
26470,D,12.44041455000966,2025-01-19 09:10:00
26471,A,550.4269246180158,2025-01-19 09:11:00
26472,C,574.1609524988169,2025-01-19 09:12:00
26473,C,141.212358399721,2025-01-19 09:13:00
26474,D,203.64746465683325,2025-01-19 09:14:00
26475,C,999.1658754165943,2025-01-19 09:15:00
26476,A,999.8197750613466,2025-01-19 09:16:00
26477,C,223.06684926722053,2025-01-19 09:17:00
26478,B,322.75107575650065,2025-01-19 09:18:00
26479,B,47.281860931413064,2025-01-19 09:19:00
26480,A,526.2814193545652,2025-01-19 09:20:00
26481,A,878.489560807835,2025-01-19 09:21:00
26482,A,135.4121047742014,2025-01-19 09:22:00
26483,B,501.7886091993082,2025-01-19 09:23:00
26484,B,201.76693144614032,2025-01-19 09:24:00
26485,C,828.8426506570879,2025-01-19 09:25:00
26486,C,691.4416589738372,2025-01-19 09:26:00
26487,A,771.1501174786745,2025-01-19 09:27:00
26488,C,312.09750962103266,2025-01-19 09:28:00
26489,D,523.0710936179571,2025-01-19 09:29:00
26490,D,315.64063316371784,2025-01-19 09:30:00
26491,B,974.6725699281266,2025-01-19 09:31:00
26492,C,557.2501040367063,2025-01-19 09:32:00
26493,C,447.92276148280763,2025-01-19 09:33:00
26494,C,113.22897210785787,2025-01-19 09:34:00
26495,C,605.3434764306852,2025-01-19 09:35:00
26496,D,272.260846006955,2025-01-19 09:36:00
26497,B,229.03259381309115,2025-01-19 09:37:00
26498,C,607.9347018006697,2025-01-19 09:38:00
26499,C,249.52344996486153,2025-01-19 09:39:00
26500,B,518.1004452908078,2025-01-19 09:40:00
26501,D,154.42113218056642,2025-01-19 09:41:00
26502,B,447.527918089516,2025-01-19 09:42:00
26503,C,749.153293943752,2025-01-19 09:43:00
26504,B,56.73499257019354,2025-01-19 09:44:00
26505,A,27.974168232359208,2025-01-19 09:45:00
26506,A,784.7684172211202,2025-01-19 09:46:00
26507,B,285.23765550506755,2025-01-19 09:47:00
26508,D,474.31271553897346,2025-01-19 09:48:00
26509,C,516.8079467294167,2025-01-19 09:49:00
26510,A,944.6084380387592,2025-01-19 09:50:00
26511,A,589.6660744441673,2025-01-19 09:51:00
26512,B,725.4818462722507,2025-01-19 09:52:00
26513,D,816.2250468802714,2025-01-19 09:53:00
26514,C,324.38929336816125,2025-01-19 09:54:00
26515,A,565.1727638645065,2025-01-19 09:55:00
26516,D,637.3371549447226,2025-01-19 09:56:00
26517,D,507.47815246785,2025-01-19 09:57:00
26518,B,713.3892777058002,2025-01-19 09:58:00
26519,B,198.94436644786506,2025-01-19 09:59:00
26520,D,115.45458308975243,2025-01-19 10:00:00
26521,C,171.12505517777444,2025-01-19 10:01:00
26522,A,466.13020610908063,2025-01-19 10:02:00
26523,B,611.5619396987662,2025-01-19 10:03:00
26524,B,420.82348228665865,2025-01-19 10:04:00
26525,A,350.6164558412288,2025-01-19 10:05:00
26526,A,75.5904610649516,2025-01-19 10:06:00
26527,C,455.61916821807694,2025-01-19 10:07:00
26528,A,62.745129359391804,2025-01-19 10:08:00
26529,A,900.3850325940101,2025-01-19 10:09:00
26530,B,856.1986437945369,2025-01-19 10:10:00
26531,B,681.8252814829185,2025-01-19 10:11:00
26532,A,445.33537866999893,2025-01-19 10:12:00
26533,A,454.94310413186054,2025-01-19 10:13:00
26534,A,891.6918595795688,2025-01-19 10:14:00
26535,C,365.4288536586253,2025-01-19 10:15:00
26536,A,783.8793199168342,2025-01-19 10:16:00
26537,B,728.6334634313017,2025-01-19 10:17:00
26538,C,831.7353529571516,2025-01-19 10:18:00
26539,B,903.6722509369856,2025-01-19 10:19:00
26540,D,454.5985992142242,2025-01-19 10:20:00
26541,A,11.351830710759515,2025-01-19 10:21:00
26542,C,92.37379925381373,2025-01-19 10:22:00
26543,B,379.18397467215414,2025-01-19 10:23:00
26544,B,62.27308248087504,2025-01-19 10:24:00
26545,C,417.78076604421244,2025-01-19 10:25:00
26546,C,783.3436279027213,2025-01-19 10:26:00
26547,D,818.9428131283498,2025-01-19 10:27:00
26548,A,228.7829408058316,2025-01-19 10:28:00
26549,C,79.20693862373984,2025-01-19 10:29:00
26550,B,338.15858526672883,2025-01-19 10:30:00
26551,C,326.5709277538724,2025-01-19 10:31:00
26552,C,31.013825630249126,2025-01-19 10:32:00
26553,B,75.59660302442617,2025-01-19 10:33:00
26554,A,403.1865876996502,2025-01-19 10:34:00
26555,D,418.15483423780785,2025-01-19 10:35:00
26556,C,423.8839363511498,2025-01-19 10:36:00
26557,D,584.4926029083842,2025-01-19 10:37:00
26558,A,275.59439564040025,2025-01-19 10:38:00
26559,B,442.8557912148373,2025-01-19 10:39:00
26560,A,129.99058570002296,2025-01-19 10:40:00
26561,D,966.0284649305232,2025-01-19 10:41:00
26562,D,854.1442894520954,2025-01-19 10:42:00
26563,D,994.7480533577258,2025-01-19 10:43:00
26564,D,892.7088189711254,2025-01-19 10:44:00
26565,A,648.3073475430324,2025-01-19 10:45:00
26566,B,435.05015905878264,2025-01-19 10:46:00
26567,C,646.1745897319582,2025-01-19 10:47:00
26568,D,400.843297073701,2025-01-19 10:48:00
26569,C,369.5636070932248,2025-01-19 10:49:00
26570,B,441.32448813727586,2025-01-19 10:50:00
26571,B,405.96834530511336,2025-01-19 10:51:00
26572,C,922.1307787619586,2025-01-19 10:52:00
26573,C,579.7803520424518,2025-01-19 10:53:00
26574,A,927.9987507573844,2025-01-19 10:54:00
26575,A,679.6244466781907,2025-01-19 10:55:00
26576,A,182.50094890682135,2025-01-19 10:56:00
26577,C,97.20682635095346,2025-01-19 10:57:00
26578,A,902.2630957833869,2025-01-19 10:58:00
26579,B,828.9821093123471,2025-01-19 10:59:00
26580,D,381.1930971682781,2025-01-19 11:00:00
26581,C,175.4092647490396,2025-01-19 11:01:00
26582,C,600.0728530173266,2025-01-19 11:02:00
26583,B,607.8590721235615,2025-01-19 11:03:00
26584,B,570.5788542912932,2025-01-19 11:04:00
26585,B,278.1875630067087,2025-01-19 11:05:00
26586,C,346.9106411931686,2025-01-19 11:06:00
26587,D,618.4828097011192,2025-01-19 11:07:00
26588,A,771.3044331715033,2025-01-19 11:08:00
26589,D,837.6107942370772,2025-01-19 11:09:00
26590,A,540.129893650692,2025-01-19 11:10:00
26591,C,769.0184578385813,2025-01-19 11:11:00
26592,B,673.768129361733,2025-01-19 11:12:00
26593,B,814.9953195772673,2025-01-19 11:13:00
26594,D,663.8655575133332,2025-01-19 11:14:00
26595,C,852.8569823948427,2025-01-19 11:15:00
26596,D,952.7800701329537,2025-01-19 11:16:00
26597,D,535.22072243131,2025-01-19 11:17:00
26598,B,517.7837084097326,2025-01-19 11:18:00
26599,D,745.6630780022487,2025-01-19 11:19:00
26600,A,932.0856559259514,2025-01-19 11:20:00
26601,A,433.4387708849522,2025-01-19 11:21:00
26602,B,424.79806308980864,2025-01-19 11:22:00
26603,D,139.48068773554135,2025-01-19 11:23:00
26604,D,324.221318191266,2025-01-19 11:24:00
26605,D,338.9644200742538,2025-01-19 11:25:00
26606,C,956.0571531461106,2025-01-19 11:26:00
26607,A,330.0589464175224,2025-01-19 11:27:00
26608,B,158.10686878344194,2025-01-19 11:28:00
26609,A,436.73520345801063,2025-01-19 11:29:00
26610,A,226.60467248491645,2025-01-19 11:30:00
26611,D,312.8350612147233,2025-01-19 11:31:00
26612,C,776.52272319705,2025-01-19 11:32:00
26613,D,60.86948848887508,2025-01-19 11:33:00
26614,C,905.5716605493337,2025-01-19 11:34:00
26615,D,945.0482485592809,2025-01-19 11:35:00
26616,D,25.06053842718503,2025-01-19 11:36:00
26617,C,111.6943836858032,2025-01-19 11:37:00
26618,B,773.7667176313882,2025-01-19 11:38:00
26619,D,811.9570647686668,2025-01-19 11:39:00
26620,C,698.0349305053771,2025-01-19 11:40:00
26621,B,660.0644505111939,2025-01-19 11:41:00
26622,C,303.010136574265,2025-01-19 11:42:00
26623,C,928.9847638679352,2025-01-19 11:43:00
26624,B,656.6313809222314,2025-01-19 11:44:00
26625,A,381.81374916707153,2025-01-19 11:45:00
26626,A,654.440722308733,2025-01-19 11:46:00
26627,A,731.433074121358,2025-01-19 11:47:00
26628,C,683.8819680018779,2025-01-19 11:48:00
26629,B,503.41407477996955,2025-01-19 11:49:00
26630,A,834.753317609867,2025-01-19 11:50:00
26631,C,88.00664781425583,2025-01-19 11:51:00
26632,A,957.3027202151654,2025-01-19 11:52:00
26633,D,75.46061431344685,2025-01-19 11:53:00
26634,A,459.9148970538649,2025-01-19 11:54:00
26635,B,792.6049535269555,2025-01-19 11:55:00
26636,B,181.6153524780927,2025-01-19 11:56:00
26637,B,779.9606818348173,2025-01-19 11:57:00
26638,D,313.09683266244934,2025-01-19 11:58:00
26639,D,621.9562674861044,2025-01-19 11:59:00
26640,D,881.8382367897362,2025-01-19 12:00:00
26641,B,62.99696334909688,2025-01-19 12:01:00
26642,B,115.33762601701392,2025-01-19 12:02:00
26643,C,320.6339003694614,2025-01-19 12:03:00
26644,A,68.83834126268206,2025-01-19 12:04:00
26645,B,682.6663947248496,2025-01-19 12:05:00
26646,B,988.6616343695911,2025-01-19 12:06:00
26647,A,904.632415036162,2025-01-19 12:07:00
26648,A,50.21884716263758,2025-01-19 12:08:00
26649,A,861.1390371984,2025-01-19 12:09:00
26650,C,923.5620763326075,2025-01-19 12:10:00
26651,C,80.60472602390556,2025-01-19 12:11:00
26652,D,471.66659070433724,2025-01-19 12:12:00
26653,D,148.8292742952425,2025-01-19 12:13:00
26654,A,258.8500264369659,2025-01-19 12:14:00
26655,D,728.1353724002713,2025-01-19 12:15:00
26656,A,767.1784236100963,2025-01-19 12:16:00
26657,B,672.7143561772474,2025-01-19 12:17:00
26658,D,892.2777740147483,2025-01-19 12:18:00
26659,B,12.30059489312152,2025-01-19 12:19:00
26660,D,871.5643892233549,2025-01-19 12:20:00
26661,C,940.1842842547658,2025-01-19 12:21:00
26662,B,238.4057549850732,2025-01-19 12:22:00
26663,B,301.46228443719036,2025-01-19 12:23:00
26664,B,418.3689245679866,2025-01-19 12:24:00
26665,A,698.1738430188112,2025-01-19 12:25:00
26666,C,195.54748635432716,2025-01-19 12:26:00
26667,B,145.555296604171,2025-01-19 12:27:00
26668,C,385.8847154909536,2025-01-19 12:28:00
26669,A,208.6862906995738,2025-01-19 12:29:00
26670,D,115.7212295942216,2025-01-19 12:30:00
26671,A,729.8734196595206,2025-01-19 12:31:00
26672,B,727.5553937056292,2025-01-19 12:32:00
26673,C,486.2275021244664,2025-01-19 12:33:00
26674,B,582.6346745277167,2025-01-19 12:34:00
26675,C,680.9160868395517,2025-01-19 12:35:00
26676,A,63.4828364049691,2025-01-19 12:36:00
26677,A,749.3054138895965,2025-01-19 12:37:00
26678,A,891.4553669728974,2025-01-19 12:38:00
26679,B,458.3525180712902,2025-01-19 12:39:00
26680,C,545.687248026877,2025-01-19 12:40:00
26681,B,499.4718422642145,2025-01-19 12:41:00
26682,A,206.3747173848518,2025-01-19 12:42:00
26683,C,431.7873288053169,2025-01-19 12:43:00
26684,A,910.592268062488,2025-01-19 12:44:00
26685,C,926.358123996033,2025-01-19 12:45:00
26686,B,364.519165940964,2025-01-19 12:46:00
26687,C,180.52929601330248,2025-01-19 12:47:00
26688,B,644.4953546038834,2025-01-19 12:48:00
26689,D,693.4611927190076,2025-01-19 12:49:00
26690,B,805.5082242686666,2025-01-19 12:50:00
26691,D,997.9964716292964,2025-01-19 12:51:00
26692,B,361.51890630399953,2025-01-19 12:52:00
26693,C,410.10124314234264,2025-01-19 12:53:00
26694,A,702.88227424622,2025-01-19 12:54:00
26695,A,560.8480516660239,2025-01-19 12:55:00
26696,A,371.9512620666862,2025-01-19 12:56:00
26697,B,534.1454254311707,2025-01-19 12:57:00
26698,B,527.1686294335569,2025-01-19 12:58:00
26699,B,872.2383101057547,2025-01-19 12:59:00
26700,C,887.2705304262422,2025-01-19 13:00:00
26701,C,618.0626958395942,2025-01-19 13:01:00
26702,D,636.0482206296375,2025-01-19 13:02:00
26703,B,226.20660994186238,2025-01-19 13:03:00
26704,C,265.98541038653156,2025-01-19 13:04:00
26705,B,25.21453460844958,2025-01-19 13:05:00
26706,B,249.92963910073584,2025-01-19 13:06:00
26707,D,699.4721051277468,2025-01-19 13:07:00
26708,C,127.8928526292904,2025-01-19 13:08:00
26709,B,998.6268407991773,2025-01-19 13:09:00
26710,D,109.64007624705397,2025-01-19 13:10:00
26711,A,558.4546682846396,2025-01-19 13:11:00
26712,B,919.5364022049484,2025-01-19 13:12:00
26713,C,945.1244619415542,2025-01-19 13:13:00
26714,B,716.5485730000717,2025-01-19 13:14:00
26715,A,700.1054874327574,2025-01-19 13:15:00
26716,A,877.8199713677568,2025-01-19 13:16:00
26717,D,118.41911552020935,2025-01-19 13:17:00
26718,B,155.6906461865737,2025-01-19 13:18:00
26719,C,941.3101453848246,2025-01-19 13:19:00
26720,A,613.2030967406222,2025-01-19 13:20:00
26721,A,655.9311630125646,2025-01-19 13:21:00
